Mon Sep 26 15:14:40 2016,3861,-10418,1354,9326,957,-8478,3545
Mon Sep 26 15:14:40 2016,3870,-11864,1806,10606,1018,-8232,3257
Mon Sep 26 15:14:40 2016,3879,-13016,1840,11872,1284,-8204,2927
Mon Sep 26 15:14:40 2016,3889,-13748,3042,13594,1405,-8460,2703
Mon Sep 26 15:14:40 2016,3898,-14768,3336,13920,1547,-8992,2344
Mon Sep 26 15:14:40 2016,3907,-14018,2966,12320,1699,-9395,2170
Mon Sep 26 15:14:40 2016,3916,-13742,244,9380,2628,-9619,2375
Mon Sep 26 15:14:40 2016,3926,-13236,-476,5046,3514,-9273,2497
Mon Sep 26 15:14:40 2016,3935,-14832,-798,3570,4319,-8379,2499
Mon Sep 26 15:14:40 2016,3944,-17910,-1668,636,4519,-7978,2409
Mon Sep 26 15:14:40 2016,3953,-18480,-3130,-3564,4522,-7646,2348
Mon Sep 26 15:14:40 2016,3962,-18706,-4534,-10624,4214,-6195,2273
Mon Sep 26 15:14:40 2016,3972,-18686,-4630,-13166,3436,-4506,1986
Mon Sep 26 15:14:40 2016,4004,-18608,-2576,-13352,1047,-1406,1012
Mon Sep 26 15:14:40 2016,4013,-17918,-2312,-11026,-1261,705,-5
Mon Sep 26 15:14:40 2016,4022,-19840,-2744,-6340,-4136,2949,-1232
Mon Sep 26 15:14:40 2016,4032,-17966,-3356,-2844,-5103,3759,-1874
Mon Sep 26 15:14:40 2016,4041,-15208,-3082,-1992,-4935,4582,-1681
Mon Sep 26 15:14:40 2016,4050,-13214,-1842,-940,-4528,5301,-1282
Mon Sep 26 15:14:40 2016,4059,-12638,-532,1294,-4312,6570,-636
Mon Sep 26 15:14:40 2016,4068,12232,-4220,10404,-4118,7615,-170
Mon Sep 26 15:14:40 2016,4077,6560,4616,10276,-3756,8555,-794
Mon Sep 26 15:14:40 2016,4087,15100,-4424,-7434,-4110,12915,-2521
Mon Sep 26 15:14:40 2016,4096,-16948,-7804,13618,2618,15502,-193
Mon Sep 26 15:14:40 2016,4105,-21746,-2410,32226,1599,13339,-252
Mon Sep 26 15:14:40 2016,4114,-26626,18888,32767,-1096,10258,-842
Mon Sep 26 15:14:40 2016,4123,-32768,12178,10060,-4672,6750,-1923
Mon Sep 26 15:14:40 2016,4133,-246,-19316,18036,-2417,5230,-3032
Mon Sep 26 15:14:40 2016,4142,-650,-10848,5808,-1579,2487,-1302
Mon Sep 26 15:14:40 2016,4174,-10254,8788,8368,-2405,2494,-1021
Mon Sep 26 15:14:40 2016,4184,-6588,360,7498,-2195,914,-1315
Mon Sep 26 15:14:40 2016,4193,-5914,458,7048,-1838,293,-1150
Mon Sep 26 15:14:40 2016,4202,-5188,134,8082,-1027,-141,-652
Mon Sep 26 15:14:40 2016,4211,-4188,1366,7352,-942,-228,-629
Mon Sep 26 15:14:40 2016,4220,-3494,732,7126,-791,-216,-590
Mon Sep 26 15:14:40 2016,4230,-3908,564,7640,-600,-156,-505
Mon Sep 26 15:14:40 2016,4239,-3826,318,7504,-562,-177,-491
Mon Sep 26 15:14:40 2016,4248,-3086,164,7460,-517,-40,-422
Mon Sep 26 15:14:40 2016,4257,-4390,1098,7332,-645,68,-484
Mon Sep 26 15:14:40 2016,4266,-2584,410,7410,-425,97,-274
Mon Sep 26 15:14:40 2016,4275,-3210,662,7632,-405,523,-203
Mon Sep 26 15:14:40 2016,4284,-3590,542,7534,-353,594,-142
Mon Sep 26 15:14:40 2016,4293,-3638,708,7592,-328,667,-105
Mon Sep 26 15:14:40 2016,4303,-3468,678,7190,-215,738,-109
Mon Sep 26 15:14:40 2016,4332,-3698,1286,7232,-100,702,-178
Mon Sep 26 15:14:40 2016,4341,-3736,1330,7166,-24,546,-353
Mon Sep 26 15:14:40 2016,4350,-3366,80,7586,56,424,-431
Mon Sep 26 15:14:40 2016,4359,-3518,462,7042,90,428,-410
Mon Sep 26 15:14:40 2016,4368,-3518,496,7258,150,468,-363
Mon Sep 26 15:14:40 2016,4378,-3664,70,7316,175,543,-350
Mon Sep 26 15:14:40 2016,4387,-3884,148,7002,168,549,-305
Mon Sep 26 15:14:40 2016,4396,-3952,572,7262,212,600,-231
Mon Sep 26 15:14:40 2016,4405,-3992,594,7598,217,560,-242
Mon Sep 26 15:14:40 2016,4415,-3920,376,7158,217,600,-264
Mon Sep 26 15:14:40 2016,4424,-4362,502,6090,165,759,-295
Mon Sep 26 15:14:40 2016,4433,-3528,522,7624,260,777,-279
Mon Sep 26 15:14:40 2016,4442,-5434,-52,856,-4,1821,-314
Mon Sep 26 15:14:40 2016,4451,-3464,302,8508,489,652,-184
Mon Sep 26 15:14:40 2016,4461,-3744,1286,6582,252,1569,-478
Mon Sep 26 15:14:40 2016,4493,-4274,1620,8740,374,1290,-211
Mon Sep 26 15:14:40 2016,4502,-4564,-2252,1144,312,1973,-215
Mon Sep 26 15:14:40 2016,4511,-3320,4420,15988,561,506,26
Mon Sep 26 15:14:40 2016,4520,-684,1380,12562,753,-195,225
Mon Sep 26 15:14:40 2016,4529,-2678,394,11250,151,1485,-100
Mon Sep 26 15:14:40 2016,4539,-3552,1128,6884,15,1711,-48
Mon Sep 26 15:14:40 2016,4548,-3744,-900,11598,-281,2261,-426
Mon Sep 26 15:14:40 2016,4557,-4124,-522,5668,113,2381,-348
Mon Sep 26 15:14:40 2016,4566,-5526,1506,7144,116,2669,-316
Mon Sep 26 15:14:40 2016,4575,-4946,114,7368,439,3166,-240
Mon Sep 26 15:14:40 2016,4585,-4978,1470,6050,116,3838,-177
Mon Sep 26 15:14:40 2016,4594,-4654,488,5928,-126,4358,-39
Mon Sep 26 15:14:40 2016,4603,-5000,436,6054,171,4660,93
Mon Sep 26 15:14:40 2016,4612,-4650,708,9412,320,4698,212
Mon Sep 26 15:14:40 2016,4622,-5120,232,8342,-67,6123,188
Mon Sep 26 15:14:40 2016,4655,-3816,-706,8562,-406,6968,174
Mon Sep 26 15:14:40 2016,4665,-6618,1586,7510,-808,8250,18
Mon Sep 26 15:14:40 2016,4674,-6196,1748,10392,-525,8974,-206
Mon Sep 26 15:14:40 2016,4683,-3874,492,4494,-1015,9548,-496
Mon Sep 26 15:14:40 2016,4692,-7876,2420,8046,-1365,11556,-779
Mon Sep 26 15:14:40 2016,4702,-2408,1564,7198,-1286,12873,-745
Mon Sep 26 15:14:40 2016,4711,-3968,436,7062,-851,15732,-1575
Mon Sep 26 15:14:40 2016,4720,-5130,1196,5940,-40,16741,-1186
Mon Sep 26 15:14:40 2016,4729,-10074,458,9812,2873,18154,-1147
Mon Sep 26 15:14:40 2016,4738,-16314,3030,8198,3704,17641,-1327
Mon Sep 26 15:14:40 2016,4748,-14964,2712,12012,5799,15862,-1271
Mon Sep 26 15:14:40 2016,4757,-15682,1368,13572,7455,14225,-2512
Mon Sep 26 15:14:40 2016,4766,-7034,8458,25124,6707,12445,-3050
Mon Sep 26 15:14:40 2016,4775,-7378,10162,14302,3624,9628,-6610
Mon Sep 26 15:14:40 2016,4784,-4116,8212,27268,2909,7162,-5588
Mon Sep 26 15:14:40 2016,4816,-32768,9776,21436,1482,4383,-3737
Mon Sep 26 15:14:40 2016,4826,-1702,11984,32767,1442,177,-3395
Mon Sep 26 15:14:40 2016,4835,-3840,9494,21344,-963,-3446,-3221
