	-12638	-636
	12232	-170
	6560	-794
	15100	-2521
	-16948	-193
	-21746	-252
	-26626	-842
Heel-Strike	-32768	-1923
Heel-Strike	-246	-3032
Heel-Strike	-650	-1302
Heel-Strike	-10254	-1021
	-6588	-1315
	-5914	-1150
	-5188	-652
	-4188	-629
	-3494	-590
	-3908	-505
	-3826	-491
	-3086	-422
	-4390	-484
	-2584	-274
	-3210	-203
	-3590	-142
	-3638	-105
	-3468	-109
	-3698	-178
	-3736	-353
	-3366	-431
	-3518	-410
	-3518	-363
	-3664	-350
	-3884	-305
	-3952	-231
	-3992	-242
	-3920	-264
	-4362	-295
	-3528	-279
	-5434	-314
	-3464	-184
	-3744	-478
	-4274	-211
	-4564	-215
	-3320	26
	-684	225
	-2678	-100
	-3552	-48
	-3744	-426
	-4124	-348
	-5526	-316
	-4946	-240
	-4978	-177
	-4654	-39
	-5000	93
	-4650	212
	-5120	188
	-3816	174
	-6618	18
	-6196	-206
	-3874	-496
	-7876	-779
	-2408	-745
	-3968	-1575
	-5130	-1186
	-10074	-1147
	-16314	-1327
	-14964	-1271
	-15682	-2512
	-7034	-3050
Heel-Strike	-7378	-6610
	-4116	-5588
	-32768	-3737
Heel-Strike	-1702	-3395
	-3840	-3221
	170	-2849
	672	-2031
	1048	-1481
	338	-938
	-770	-146
	-1938	293
	-3334	909
	-4938	1323
	-966	1844
	-6122	1962
	-5344	2400
	-6290	2533
	-7654	2685
	-7372	2699
	-8780	2826
	-9450	2954
	-10682	3270
	-11086	3465
	-11476	3835
	-11816	4076
	-11604	4420
	-11996	4620
	-12250	4635
	-11938	4525
	-11824	4066
	-11774	3643
	-12220	2953
	-14268	2490
	-15406	1794
	-16292	1565
	-16552	1574
	-16490	1878
	-17690	2303
	-20874	2695
	-21978	2826
	-22504	2745
	-21918	2464
	-20108	1129
	-19706	-501
	-19074	-1199
	-17096	-1418
	-15114	-876
	-13236	-115
	-9536	1189
Heel-Strike	9550	2110
Heel-Strike	15666	3095
	25756	-3387
Heel-Strike	-9072	-3739
Heel-Strike	-25528	-1337
Heel-Strike	-8092	-3345
	-16466	-2527
	-14546	-768
	-27820	-1515
	-12652	-1077
	-12350	-878
	-6514	-1348
	-8576	-1446
	-6054	-1096
	-5360	-790
	-3968	-669
	-3456	-512
	-4654	-321
	-4168	-64
	-3728	174
	-3750	320
	-2572	769
	-4806	826
	-3178	888
	-3788	746
	-3982	558
	-4260	506
	-4344	489
	-4064	412
	-3826	386
	-4544	387
	-4242	313
	-4298	257
	-4380	230
	-3362	243
	-3250	106
	-4122	53
	-3586	-244
	-3594	-408
	-3934	-652
	-3344	-714
	-4268	-1049
	-3672	-1251
	-4568	-1279
	-4830	-1509
	-4454	-1294
	-4230	-1336
	-4790	-1280
	-4650	-1013
	-4450	-750
	-3532	-705
	-4684	-530
	-3886	-689
	-4732	-788
	-5234	-810
	-6696	-683
	-4046	-734
	-5762	-475
	-4178	-703
	50	-730
	-3302	-757
	-4642	-947
	-6664	-930
	-9252	-552
	-17756	-300
	-14696	-447
	-15042	-662
	-16900	191
	-4640	-197
	-4852	-1603
	-24268	-3565
Heel-Strike	-9526	-4351
	-740	-4517
	1926	-4001
	3806	-3843
	-284	-3718
	-1860	-3493
Heel-Strike	-3544	-3079
Heel-Strike	-4414	-2356
Heel-Strike	-3912	-1948
	-3598	-1429
	-3996	-1208
	-5778	-734
	-6378	-307
	-7478	322
	-7784	841
	-8542	1600
	-8834	2140
	-9174	2933
	-10488	3382
	-10274	4080
	-9902	4563
	-9550	4958
	-9582	5351
	-10358	5558
	-11070	5822
	-11594	5843
	-13222	5802
	-14606	5326
	-16256	4742
	-15822	3825
	-15640	3374
	-15684	2935
	-16618	2845
	-17576	3114
	-20718	3428
	-21908	3439
	-23424	2950
	-22980	2405
	-19896	955
	-18440	-333
	-18652	-1587
	-17302	-1785
	-16620	-1230
	-15872	-505
	-10192	693
	32767	1517
	9514	1158
	21134	-3089
Heel-Strike	-14054	-2287
Heel-Strike	-23192	-1427
	-23392	-2010
	-32768	-1189
Heel-Strike	-19982	-1787
Heel-Strike	-4956	-1639
Heel-Strike	-14352	-164
	-6372	-603
	-5812	-882
	-5124	-528
	-4320	-414
	-3568	-332
	-3776	-321
	-3312	-341
	-3242	-196
	-3478	-135
	-4536	55
	-4330	225
	-3988	387
	-2876	487
	-4158	534
	-3678	326
	-4168	219
	-4134	212
	-4034	148
	-3482	42
	-4196	-5
	-4642	42
	-4326	84
	-3876	-23
	-3972	-44
	-4066	-236
	-4034	-272
	-4580	-329
	-4194	-421
	-3696	-659
	-4622	-776
	-4538	-752
	-5580	-942
	-4598	-884
	-3706	-819
	-4828	-764
	-4996	-886
	-4574	-869
	-4626	-817
	-4384	-648
	-4760	-537
	-4192	-680
	-6342	-823
	-4966	-998
	-5290	-507
	-5482	-323
	-4542	-505
	-5992	-294
	-8178	-722
	-7050	-344
	-1222	-603
	-4322	-446
	-5396	-112
	-9118	90
	-11520	-149
	-17172	-790
	-17582	-884
	-12862	-1319
	-17434	-756
	-13794	-256
	-3952	-1464
	-32768	-2937
Heel-Strike	-10270	-4531
Heel-Strike	-1954	-4534
	2604	-4266
	2224	-4343
	1604	-3929
	-110	-3523
	-966	-2908
	-1526	-2441
	-1626	-1972
	-2476	-1219
	-3860	-702
	-5180	18
	-5110	319
	-5426	734
	-5798	1056
	-7278	1671
	-7842	2181
	-8308	2980
	-8196	3468
	-9570	4307
	-10078	4817
	-10544	5521
	-11378	5952
	-11806	6441
	-13082	6502
	-13642	6389
	-15162	6147
	-16026	5329
	-16900	4606
	-17312	3770
	-17548	2309
	-17628	1114
	-18028	793
	-17484	1184
	-17806	2147
	-22248	3692
	-24818	4188
	-23178	4270
	-20418	3196
	-17974	1607
	-16154	-1051
	-15406	-2873
	-15448	-3124
	-15312	-3012
	-16128	-1958
Heel-Strike	31290	-1262
	-2670	-493
	18062	-3522
Heel-Strike	-6316	-3477
Heel-Strike	-30610	-2700
	-20696	-1732
	-23422	-2271
Heel-Strike	-10014	-827
Heel-Strike	-5786	-1847
Heel-Strike	-13212	-405
	-6364	-944
	-7360	-1118
	-6668	-602
	-5570	-412
	-4432	-385
	-3704	-421
	-3996	-299
	-3742	-256
	-4150	-118
	-3756	10
	-3934	169
	-4006	344
	-3534	504
	-4060	572
	-3360	519
	-3226	343
	-3494	150
	-4258	11
	-4094	-34
	-3844	-71
	-4052	-108
	-4360	-14
	-4380	75
	-4246	210
	-4052	225
	-3912	114
	-3932	28
	-4044	-64
	-3896	-143
	-3950	-284
	-4392	-333
	-3506	-490
	-5652	-453
	-5568	-663
	-4002	-433
	-4258	-495
	-3886	-551
	-4000	-427
	-4492	-451
	-4154	-564
	-3954	-393
	-3576	-241
	-4152	-404
	-4146	-302
	-3752	-412
	-4900	-638
	-4758	-591
	-3082	-748
	-6100	-1193
	-5154	-914
	-5454	-716
	-7776	-1207
	-2668	-1097
	-5588	-1220
	-7728	-1413
	-6510	-1835
	-8146	-1821
	-13132	-2136
	-16026	-2049
	-16650	-2544
	-12622	-3480
	-10206	-3383
	-4600	-3488
Heel-Strike	-4616	-4356
	-28848	-4090
Heel-Strike	-2908	-3462
	2762	-2405
	3004	-1944
	1346	-1509
	-100	-1208
	-1452	-818
	-1924	-551
	-1714	-197
	-2244	-4
	-2568	158
	-3250	330
	-4138	668
	-5822	943
	-6356	1631
	-6154	2251
	-6248	3393
	-8144	4211
	-9346	5069
	-10774	5549
	-11902	5944
	-10988	6103
	-12430	5632
	-13658	5195
	-13898	4514
	-13510	4114
	-12862	3573
	-12644	3302
	-12914	3252
	-12950	3429
	-12660	3774
	-12244	4022
	-12048	4335
	-11778	4512
	-11640	4577
	-10792	4504
	-10604	4175
	-10250	3821
	-10486	3223
	-11476	2889
	-12064	2641
	-13146	2222
	-12778	1857
	-10888	1383
	-10192	1178
	-10210	1145
	-10790	1014
	-11598	998
	-12792	1357
	-10474	1756
	-8706	2060
	31226	3040
	17216	353
Heel-Strike	21802	-4325
Heel-Strike	-1920	-3243
	-4456	-1600
	-6262	-2904
	-32768	-2920
	-32768	-5234
	-7298	-3949
	-9820	-1021
	-32768	445
	-1546	-548
	-5390	-573
	-6240	-514
	-4486	-537
	-4804	-463
	-4244	-427
	-3916	-351
	-4070	-314
	-3666	-310
	-3882	-325
	-4284	-317
	-4394	-221
	-4502	-195
	-4676	-52
	-3190	-69
	-4078	-121
	-4152	-196
	-4154	-282
	-3936	-316
	-4404	-358
	-4456	-352
	-4360	-285
	-4292	-275
	-4104	-285
	-4184	-303
	-4154	-307
	-4306	-272
	-4546	-275
	-4758	150
	-4324	-197
	-4180	-188
	-4218	-205
	-4296	-182
	-4352	-140
	-4142	-90
	-4228	-47
	-4236	-34
	-4380	-44
	-4426	-51
	-4428	-79
	-4408	-71
	-4500	-54
	-4422	-32
	-4574	-49
	-4570	-53
	-4382	-65
	-4528	-44
	-4316	-23
	-4390	-40
	-4430	-35
	-4316	-24
	-4460	-56
	-4242	-81
	-4372	-51
	-4340	-36
	-4368	-20
	-4062	-12
	-4228	-12
	-4290	-11
	-4214	-28
	-4298	-41
	-4134	-50
	-4174	-48
	-4238	-70
	-4330	-35
	-4382	-24
	-4444	-18
	-4424	0
	-4378	11
	-4446	-23
	-4432	-47
	-4454	-77
	-4454	-90
	-4328	-130
	-4432	-133
	-4424	-133
	-4540	-113
	-4532	-88
	-4584	-65
	-4624	-29
	-4676	6
	-4720	4
	-4754	2
	-4712	-18
	-4788	-21
	-4682	-46
	-4744	-54
	-4604	-76
	-4784	-56
	-4756	-50
	-4714	-28
	-4744	-37
	-4692	-40
	-4706	-38
	-4724	-43
	-4590	-26
	-4598	-11
	-4578	-23
	-4580	-32
	-4562	-42
	-4572	-42
	-4520	-35
	-4518	-36
	-4560	-24
	-4564	-30
	-4546	-17
	-4500	-42
	-4550	-51
	-4584	-50
	-4624	-55
	-4666	-47
	-4706	-26
	-4784	-27
	-4740	-29
	-4720	-32
	-4624
